20:59:59 INFO  manager.ApplicationManager - Tests start on Chrome
21:00:01 INFO  tests.TestBase - Method registrationNegativeNameBlank is started
21:00:01 INFO  manager.WdListener - Start searching element ---> By.xpath: //a[.=' Logout ']
21:00:06 INFO  manager.WdListener - Element with locator ---> By.xpath: //a[.=' Logout '] is found
21:00:06 INFO  manager.TestNgListener - Test registrationNegativeNameBlank started
21:00:06 INFO  manager.WdListener - Start searching element ---> By.xpath: //a[.=' Sign up ']
21:00:06 INFO  manager.WdListener - Element with locator ---> By.xpath: //a[.=' Sign up '] is found
21:00:06 INFO  manager.WdListener - Start searching element ---> By.xpath: //input[@id='name']
21:00:06 INFO  manager.WdListener - Element with locator ---> By.xpath: //input[@id='name'] is found
21:00:06 INFO  manager.WdListener - Start searching element ---> By.xpath: //input[@id='lastName']
21:00:06 INFO  manager.WdListener - Element with locator ---> By.xpath: //input[@id='lastName'] is found
21:00:06 INFO  manager.WdListener - Start searching element ---> By.xpath: //input[@id='email']
21:00:06 INFO  manager.WdListener - Element with locator ---> By.xpath: //input[@id='email'] is found
21:00:06 INFO  manager.WdListener - Start searching element ---> By.xpath: //input[@id='password']
21:00:06 INFO  manager.WdListener - Element with locator ---> By.xpath: //input[@id='password'] is found
21:00:06 INFO  manager.WdListener - Start searching element ---> By.xpath: //button[@type='submit']
21:00:06 INFO  manager.WdListener - Element with locator ---> By.xpath: //button[@type='submit'] is found
21:00:07 INFO  manager.TestNgListener - Test registrationNegativeNameBlank successful
21:00:07 INFO  manager.WdListener - Start searching element ---> By.xpath: //button[.='Ok']
21:00:08 INFO  manager.WdListener - Element with locator ---> By.xpath: //button[.='Ok'] is found
21:00:08 INFO  manager.WdListener - Start searching element ---> By.xpath: //button[.='Ok']
21:00:08 INFO  manager.WdListener - Element with locator ---> By.xpath: //button[.='Ok'] is found
21:00:08 INFO  tests.TestBase - ================================================================
